2025-01-11 03:05:14 postgres_entrypoint  | [NOTICE]   (1) : New worker (7) forked
2025-01-11 03:15:24 pg-master            |   max_connections setting: 100
2025-01-11 03:15:24 pg-master            |   max_worker_processes setting: 8
2025-01-11 03:15:24 pg-master            |   max_wal_senders setting: 10
2025-01-11 03:15:24 pg-master            |   max_prepared_xacts setting: 0
2025-01-11 03:15:24 pg-master            |   max_locks_per_xact setting: 64
2025-01-11 03:15:24 pg-master            |   track_commit_timestamp setting: off
2025-01-11 03:15:24 pg-master            |   Maximum data alignment: 8
2025-01-11 03:15:24 pg-master            |   Database block size: 8192
2025-01-11 03:15:24 pg-master            |   Blocks per segment of large relation: 131072
2025-01-11 03:15:24 pg-master            |   WAL block size: 8192
2025-01-11 03:15:24 pg-master            |   Bytes per WAL segment: 16777216
2025-01-11 03:15:24 pg-master            |   Maximum length of identifiers: 64
2025-01-11 03:15:24 pg-master            |   Maximum columns in an index: 32
2025-01-11 03:15:24 pg-master            |   Maximum size of a TOAST chunk: 1996
2025-01-11 03:15:24 pg-master            |   Size of a large-object chunk: 2048
2025-01-11 03:15:24 pg-master            |   Date/time type storage: 64-bit integers
2025-01-11 03:15:24 pg-master            |   Float8 argument passing: by value
2025-01-11 03:15:24 pg-master            |   Data page checksum version: 0
2025-01-11 03:15:24 pg-master            |   Mock authentication nonce: 3e48de0eedcd72b8786360a5d8dc3de7614750af84d0fe3b2242e8c0889a0865
2025-01-11 03:15:24 pg-master            | 
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24,735 INFO: Lock owner: postgresql1; I am postgresql0
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24,736 INFO: starting as a secondary
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24.987 UTC [44] LOG:  starting PostgreSQL 15.9 (Debian 15.9-1.pgdg120+1) on aarch64-unknown-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24.987 UTC [44] LOG:  listening on IPv4 address "0.0.0.0", port 5432
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24.989 UTC [44] LOG:  listening on Unix socket "./.s.PGSQL.5432"
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24.992 UTC [47] LOG:  database system was shut down at 2025-01-10 20:15:23 UTC
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24.992 UTC [47] LOG:  entering standby mode
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24,994 INFO: postmaster pid=44
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24.995 UTC [47] LOG:  consistent recovery state reached at 0/40000A0
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24.995 UTC [47] LOG:  invalid record length at 0/40000A0: wanted 24, got 0
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24.995 UTC [44] LOG:  database system is ready to accept read-only connections
2025-01-11 03:15:25 pg-master            | 2025-01-10 20:15:25.005 UTC [50] LOG:  fetching timeline history file for timeline 2 from primary server
2025-01-11 03:15:25 pg-master            | 2025-01-10 20:15:25.009 UTC [50] FATAL:  could not start WAL streaming: ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:25 pg-master            | DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:15:25 pg-master            | 2025-01-10 20:15:25.011 UTC [47] LOG:  new timeline 2 forked off current database system timeline 1 before current recovery point 0/40000A0
2025-01-11 03:15:25 pg-master            | localhost:5432 - accepting connections
2025-01-11 03:15:25 pg-master            | localhost:5432 - accepting connections
2025-01-11 03:15:25 pg-master            | 2025-01-10 20:15:25.022 UTC [55] FATAL:  could not start WAL streaming: ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:25 pg-master            | DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:15:25 pg-master            | 2025-01-10 20:15:25.022 UTC [47] LOG:  new timeline 2 forked off current database system timeline 1 before current recovery point 0/40000A0
2025-01-11 03:15:25 pg-master            | 2025-01-10 20:15:25.022 UTC [47] LOG:  waiting for WAL to become available at 0/40000B8
2025-01-11 03:15:25 pg-master            | 2025-01-10 20:15:25,028 INFO: Lock owner: postgresql1; I am postgresql0
2025-01-11 03:15:25 pg-master            | 2025-01-10 20:15:25,029 INFO: establishing a new patroni heartbeat connection to postgres
2025-01-11 03:15:25 pg-master            | 2025-01-10 20:15:25,057 INFO: no action. I am (postgresql0), a secondary, and following a leader (postgresql1)
2025-01-11 03:15:25 pg-master            | 2025-01-10 20:15:25,663 INFO: establishing a new patroni restapi connection to postgres
2025-01-11 03:15:30 pg-master            | 2025-01-10 20:15:30.039 UTC [66] FATAL:  could not start WAL streaming: ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:30 pg-master            | DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:15:30 pg-master            | 2025-01-10 20:15:30.039 UTC [47] LOG:  new timeline 2 forked off current database system timeline 1 before current recovery point 0/40000A0
2025-01-11 03:15:30 pg-master            | 2025-01-10 20:15:30.039 UTC [47] LOG:  waiting for WAL to become available at 0/40000B8
2025-01-11 03:15:35 pg-master            | 2025-01-10 20:15:35.052 UTC [71] FATAL:  could not start WAL streaming: ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:35 pg-master            | DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:15:35 pg-master            | 2025-01-10 20:15:35.053 UTC [47] LOG:  new timeline 2 forked off current database system timeline 1 before current recovery point 0/40000A0
2025-01-11 03:15:35 pg-master            | 2025-01-10 20:15:35.053 UTC [47] LOG:  waiting for WAL to become available at 0/40000B8
2025-01-11 03:15:35 pg-master            | 2025-01-10 20:15:35,062 INFO: no action. I am (postgresql0), a secondary, and following a leader (postgresql1)
2025-01-11 03:15:40 pg-master            | 2025-01-10 20:15:40.049 UTC [75] FATAL:  could not start WAL streaming: ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:40 pg-master            | DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:15:40 pg-master            | 2025-01-10 20:15:40.050 UTC [47] LOG:  new timeline 2 forked off current database system timeline 1 before current recovery point 0/40000A0
2025-01-11 03:15:40 pg-master            | 2025-01-10 20:15:40.050 UTC [47] LOG:  waiting for WAL to become available at 0/40000B8
2025-01-11 03:15:45 pg-master            | 2025-01-10 20:15:45,064 INFO: no action. I am (postgresql0), a secondary, and following a leader (postgresql1)
2025-01-11 03:15:45 pg-master            | 2025-01-10 20:15:45.066 UTC [80] FATAL:  could not start WAL streaming: ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:45 pg-master            | DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:15:45 pg-master            | 2025-01-10 20:15:45.066 UTC [47] LOG:  new timeline 2 forked off current database system timeline 1 before current recovery point 0/40000A0
2025-01-11 03:15:45 pg-master            | 2025-01-10 20:15:45.066 UTC [47] LOG:  waiting for WAL to become available at 0/40000B8
2025-01-11 03:15:50 pg-master            | 2025-01-10 20:15:50.068 UTC [86] FATAL:  could not start WAL streaming: ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:50 pg-master            | DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:15:50 pg-master            | 2025-01-10 20:15:50.069 UTC [47] LOG:  new timeline 2 forked off current database system timeline 1 before current recovery point 0/40000A0
2025-01-11 03:15:50 pg-master            | 2025-01-10 20:15:50.069 UTC [47] LOG:  waiting for WAL to become available at 0/40000B8
2025-01-11 03:15:55 pg-master            | 2025-01-10 20:15:55,069 INFO: no action. I am (postgresql0), a secondary, and following a leader (postgresql1)
2025-01-11 03:15:55 pg-master            | 2025-01-10 20:15:55.079 UTC [89] FATAL:  could not start WAL streaming: ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:55 pg-master            | DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:15:55 pg-master            | 2025-01-10 20:15:55.081 UTC [47] LOG:  new timeline 2 forked off current database system timeline 1 before current recovery point 0/40000A0
2025-01-11 03:15:55 pg-master            | 2025-01-10 20:15:55.081 UTC [47] LOG:  waiting for WAL to become available at 0/40000B8
2025-01-11 03:15:59 pg-master            | 2025-01-10 20:15:59.085 UTC [94] ERROR:  cannot execute INSERT in a read-only transaction
2025-01-11 03:15:59 pg-master            | 2025-01-10 20:15:59.085 UTC [94] STATEMENT:  INSERT INTO test (name, age) VALUES
2025-01-11 03:15:59 pg-master            | ('Alice', 30),
2025-01-11 03:15:59 pg-master            | ('Bob', 25),
2025-01-11 03:15:59 pg-master            | ('Charlie', 35);
2025-01-11 03:16:00 pg-master            | 2025-01-10 20:16:00.066 UTC [97] FATAL:  could not start WAL streaming: ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:16:00 pg-master            | DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:16:00 pg-master            | 2025-01-10 20:16:00.066 UTC [47] LOG:  new timeline 2 forked off current database system timeline 1 before current recovery point 0/40000A0
2025-01-11 03:16:00 pg-master            | 2025-01-10 20:16:00.066 UTC [47] LOG:  waiting for WAL to become available at 0/40000B8
2025-01-11 03:16:05 pg-master            | 2025-01-10 20:16:05,044 INFO: no action. I am (postgresql0), a secondary, and following a leader (postgresql1)
2025-01-11 03:16:05 pg-master            | 2025-01-10 20:16:05.068 UTC [103] FATAL:  could not start WAL streaming: ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:16:05 pg-master            | DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:16:05 pg-master            | 2025-01-10 20:16:05.069 UTC [47] LOG:  new timeline 2 forked off current database system timeline 1 before current recovery point 0/40000A0
2025-01-11 03:16:05 pg-master            | 2025-01-10 20:16:05.069 UTC [47] LOG:  waiting for WAL to become available at 0/40000B8
2025-01-11 03:16:10 pg-slave             | 2025-01-10 20:16:10.088 UTC [283] ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:16:10 pg-slave             | 2025-01-10 20:16:10.088 UTC [283] DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:16:10 pg-slave             | 2025-01-10 20:16:10.088 UTC [283] STATEMENT:  START_REPLICATION SLOT "postgresql0" 0/4000000 TIMELINE 1
2025-01-11 03:16:10 pg-master            | 2025-01-10 20:16:10.088 UTC [106] FATAL:  could not start WAL streaming: ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:16:10 pg-master            | DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:16:10 pg-master            | 2025-01-10 20:16:10.089 UTC [47] LOG:  new timeline 2 forked off current database system timeline 1 before current recovery point 0/40000A0
2025-01-11 03:16:10 pg-master            | 2025-01-10 20:16:10.089 UTC [47] LOG:  waiting for WAL to become available at 0/40000B8
2025-01-11 03:16:13 pg-slave             | 2025-01-10 20:16:13,551 INFO: no action. I am (postgresql1), the leader with the lock
2025-01-11 03:16:15 pg-master            | 2025-01-10 20:16:15,067 INFO: no action. I am (postgresql0), a secondary, and following a leader (postgresql1)
2025-01-11 03:16:15 pg-slave             | 2025-01-10 20:16:15.089 UTC [287] ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:16:15 pg-slave             | 2025-01-10 20:16:15.089 UTC [287] DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:16:15 pg-slave             | 2025-01-10 20:16:15.089 UTC [287] STATEMENT:  START_REPLICATION SLOT "postgresql0" 0/4000000 TIMELINE 1
2025-01-11 03:16:15 pg-master            | 2025-01-10 20:16:15.089 UTC [111] FATAL:  could not start WAL streaming: ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:16:15 pg-master            | DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:16:15 pg-master            | 2025-01-10 20:16:15.090 UTC [47] LOG:  new timeline 2 forked off current database system timeline 1 before current recovery point 0/40000A0
2025-01-11 03:16:15 pg-master            | 2025-01-10 20:16:15.090 UTC [47] LOG:  waiting for WAL to become available at 0/40000B8
